filename,x,y
Frame_20250627_101355_194_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,691.97,337.83
Frame_20250627_101718_196_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,697.09,352.89
Frame_20250627_102014_198_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,554.86,351.13
Frame_20250627_103242_200_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,690.55,365.74
Frame_20250627_103515_202_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,754.18,408.47
Frame_20250627_104110_204_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,699.35,345.21
Frame_20250627_104228_206_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,727.2,397.83
Frame_20250627_104608_208_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,765.57,327.53
Frame_20250627_104739_210_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,588.43,395.83
Frame_20250627_104842_212_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,562.37,350.99
Frame_20250627_104935_214_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,541.72,343.47
Frame_20250627_105031_216_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,707.14,310.51
Frame_20250627_105222_218_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,578.0,373.72
Frame_20250627_105315_220_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,794.5,406.84
Frame_20250627_105404_222_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,455.41,416.59
Frame_20250627_105459_224_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,454.55,343.48
Frame_20250627_105514_226_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,452.38,338.15
Frame_20250627_105532_228_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,453.57,337.97
Frame_20250627_110248_230_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,687.04,335.9
Frame_20250627_110355_232_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,530.39,344.78
Frame_20250627_111204_234_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,611.77,390.33
Frame_20250627_111320_236_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,638.25,347.71
Frame_20250627_111410_238_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,735.11,433.44
Frame_20250627_111519_240_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,717.17,411.19
Frame_20250627_111638_242_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,791.45,349.65
Frame_20250627_111958_244_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,788.13,418.09
Frame_20250627_112019_246_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,801.44,419.23
Frame_20250627_112447_248_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,654.46,343.19
Frame_20250627_112548_250_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,447.57,439.88
Frame_20250627_113727_252_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,627.51,367.52
Frame_20250627_114216_254_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,505.77,373.46
Frame_20250627_114300_256_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,494.94,356.76
Frame_20250627_114354_258_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,489.18,347.99
Frame_20250627_114410_260_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,490.25,340.79
Frame_20250627_114609_262_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,533.19,355.2
Frame_20250627_114807_264_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,528.7,348.43
Frame_20250627_114852_266_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,501.22,361.51
